VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL13049,Abuja,Mini,Countryman Cooper FWD,"2,014",Blue,6.80,Foreign Used,
VHL17887,Lagos,Lexus,ES 350,"2,010",Silver,4.28,Nigerian Used,"110,182"
VHL16061,Abuja,Lexus,RX,"2,011",Blue,6.10,Nigerian Used,"90,000"
VHL15270,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,36.00,Foreign Used,"18,000"
VHL18444,Lagos,Mercedes-Benz,M Class,"2,014",Black,12.80,Foreign Used,"84,570"
VHL12713,Abuja,BMW,328i,"2,014",White,11.00,Foreign Used,"53,421"
VHL18109,Abuja,Mazda,6 I Sport,"2,013",Blue,2.00,Foreign Used,
VHL10337,Lagos,Lexus,LX,"2,017",Black,46.00,Foreign Used,"14,000"
VHL11642,Abuja,Toyota,Sienna LE 4WD,"2,007",Blue,3.80,Foreign Used,"131,213"
VHL18637,Lagos,Toyota,Highlander,"2,017",Blue,17.50,Foreign Used,"30,000"
VHL12709,Ibadan,Lexus,RX,"2,013",Silver,12.00,Foreign Used,"52,000"
VHL16204,Abuja,Honda,Accord,"2,019",Gray,10.50,Foreign Used,
VHL16071,Lagos,Toyota,Camry,"2,011",Gray,3.80,Foreign Used,"86,905"
VHL13355,Abuja,Lexus,RX 350,"2,007",Blue,3.50,Nigerian Used,"85,680"
VHL11281,Abuja,Ford,Ranger,"2,018",Black,15.00,Foreign Used,
VHL18793,Lagos,Toyota,Sequoia,"2,010",Gray,11.50,Foreign Used,"74,690"
VHL10024,Lagos,Toyota,RAV4 LE 4dr SUV (2.5L 4cyl 6A),"2,014",Silver,8.30,Foreign Used,"78,534"
VHL14116,Abuja,Mercedes-Benz,GLE-Class,"2,016",White,22.50,Foreign Used,"43,229"
VHL19491,Abuja,Lexus,GX 470 Sport Utility,"2,005",Black,4.30,Foreign Used,
VHL15058,Lagos,Mercedes-Benz,M Class,"2,014",Black,13.40,Foreign Used,
VHL14639,Lagos,Toyota,RAV4 3.5 Limited,"2,010",Black,5.95,Foreign Used,"45,204"
VHL12253,Abuja,Mercedes-Benz,GLE-Class,"2,017",Blue,25.00,Foreign Used,"36,000"
VHL14118,Abuja,Jeep,Wrangler 3.8 Sahara,"2,007",Red,6.20,Nigerian Used,
VHL16268,Abuja,Toyota,Camry,"2,020",Silver,25.00,Brand New,23
VHL15202,Ibadan,Lexus,GX 460,"2,010",Green,15.80,Foreign Used,"100,000"
VHL16185,Lagos,Lexus,ES,"2,002",Gold,2.47,,"166,392"
VHL17182,Lagos,Toyota,RAV4 Limited V6 4x4,"2,007",White,4.10,Foreign Used,
VHL18513,Abuja,Toyota,Sienna,"2,007",Gold,3.55,Foreign Used,"137,000"
VHL15647,Lagos,Mercedes-Benz,C300,"2,008",Black,5.45,Foreign Used,
VHL13110,Lagos,Toyota,Camry,"2,012",Gray,4.95,Foreign Used,"136,270"
VHL11056,Lagos,Lexus,RX 350 2WD,"2,020",Gray,27.50,Foreign Used,
VHL18080,Ibadan,Acura,TL Automatic Tech Package,"2,009",White,3.80,Foreign Used,"86,000"
VHL10646,Lagos,Toyota,Corolla 1.8 VVTL-i TS,"2,007",Black,1.80,Nigerian Used,"183,626"
VHL13314,Lagos,Lexus,RX 350,"2,010",Black,8.40,Foreign Used,
VHL16671,Abuja,Toyota,Land Cruiser,"2,021",Black,40.00,Foreign Used,990
VHL17657,Abuja,Honda,CR-V,"2,015",Gray,4.90,Nigerian Used,"98,000"
VHL13008,Lagos,Lexus,LX,"2,013",Gray,16.50,Nigerian Used,"66,421"
VHL18679,Abuja,Volkswagen,Sharan,"2,006",Silver,2.50,Foreign Used,"99,000"
VHL10312,Ibadan,Mercedes-Benz,M Class ML320 TEC AWD 4MATIC,"2,009",White,6.50,Foreign Used,
VHL14368,Lagos,Mercedes-Benz,M Class,"2,015",White,12.60,Foreign Used,
VHL10848,Lagos,Mercedes-Benz,M Class,"2,014",Black,15.50,Foreign Used,"92,000"
VHL19749,Lagos,Lexus,RX 350,"2,011",White,8.50,Foreign Used,"85,000"
VHL19275,Abuja,Lexus,RX 350,"2,010",Silver,8.90,Foreign Used,
VHL17268,Lagos,Toyota,Corolla,"2,012",Gray,4.50,Nigerian Used,"93,685"
VHL11168,Lagos,Lexus,IS 250,,Gray,3.60,Foreign Used,"73,213"
VHL14103,Abuja,Toyota,Highlander,"2,017",Red,14.50,Foreign Used,"27,532"
VHL18225,Lagos,Lexus,RX 330,"2,005",Black,3.80,Nigerian Used,"68,852"
VHL13628,Lagos,Lexus,LX,"2,020",Black,140.00,Brand New,15
VHL13341,Lagos,Mercedes-Benz,E300,"2,017",Gray,21.50,Foreign Used,"58,000"
VHL10634,Ibadan,Honda,Ridgeline RTL,"2,010",Silver,3.35,Nigerian Used,"98,000"
VHL12401,Abuja,Honda,Accord 2 Sedan Automatic,"2,012",Silver,2.35,Nigerian Used,"52,352"
VHL16590,Abuja,Land Rover,Range Rover Vogue,"2,020",Blue,120.00,Foreign Used,"11,000"
VHL13529,Abuja,Lexus,RC,"2,016",Red,17.00,Foreign Used,
VHL13847,Lagos,Mercedes-Benz,GLE-Class,"2,019",White,45.00,Foreign Used,"24,000"
VHL12770,Abuja,Toyota,Venza AWD,"2,012",Silver,7.65,Foreign Used,"147,000"
VHL15606,Ibadan,Lexus,RX 300,"2,001",White,1.70,Nigerian Used,"196,532"
VHL11930,Ibadan,Toyota,RAV4 2.5 4x4,"2,010",Blue,4.80,Foreign Used,"88,000"
VHL19275,Lagos,Toyota,Land Cruiser Prado 2.7,"2,018",Black,45.00,Nigerian Used,"59,425"
VHL15921,Lagos,Toyota,Camry,"2,013",Red,5.80,Foreign Used,
VHL18018,Abuja,Kia,Sorento,"2,005",Brown,2.00,Nigerian Used,
VHL14201,Lagos,Lexus,GX,"2,013",White,13.50,Nigerian Used,"48,000"
VHL14224,Lagos,Toyota,Tacoma,"2,008",Red,8.70,Foreign Used,"98,521"
VHL15722,Lagos,Lexus,ES 350,"2,007",Gold,4.60,Foreign Used,"95,084"
VHL19581,Abuja,Honda,Civic EX-L Sedan,"2,012",Black,2.50,Nigerian Used,"177,849"
VHL11971,Ibadan,Toyota,Corolla S,"2,004",Gray,1.99,Nigerian Used,"184,175"
VHL13791,Ibadan,Toyota,Camry,"2,009",Black,3.60,Foreign Used,"105,000"
VHL11558,Lagos,Mercedes-Benz,GLK-Class wine,"2,014",Red,6.73,,"150,571"
VHL14843,Abuja,Peugeot,408,"2,014",Gray,2.65,Nigerian Used,"85,701"
VHL17398,Lagos,Honda,Accord 2.4,"2,007",Black,1.69,Nigerian Used,
VHL16092,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,007",White,4.20,Foreign Used,"85,000"
VHL11533,Abuja,Mercedes-Benz,C300,"2,008",Black,3.20,Foreign Used,"100,868"
VHL13960,Lagos,Lexus,ES,"2,004",Silver,1.98,Nigerian Used,"121,000"
VHL15076,Abuja,Rolls-Royce,Wraith 6.6 RWD,"2,016",Black,185.00,Foreign Used,
VHL16162,Lagos,Jaguar,XE,"2,017",Gray,12.33,,"30,972"
VHL12275,Abuja,Mercedes-Benz,E350,"2,006",Gold,3.70,Foreign Used,
VHL13746,Abuja,Toyota,Camry XLE (2.5L 4cyl 8A),"2,019",Black,15.00,Foreign Used,"35,255"
VHL13378,Abuja,Mercedes-Benz,E350,"2,014",Red,12.00,Foreign Used,"60,000"
VHL19851,Abuja,Lexus,ES 350,"2,008",Black,4.60,Foreign Used,"95,869"
VHL13094,Lagos,Kia,Cerato,"2,013",Gray,2.25,Nigerian Used,"38,627"
VHL18451,Abuja,Mercedes-Benz,E300,"2,022",White,56.00,Foreign Used,"1,200"
VHL19700,Lagos,Toyota,Corolla 1.6 VVT-i,"2,008",Red,2.48,Nigerian Used,"179,768"
VHL12158,Lagos,Mercedes-Benz,GL-Class GL 450,"2,011",Black,8.80,Foreign Used,"85,200"
VHL16578,Abuja,Audi,A4,"2,012",Black,5.00,Foreign Used,"54,121"
VHL16766,Abuja,Lexus,IS 250,"2,008",Gray,4.85,Foreign Used,"65,000"
VHL19573,Abuja,Hyundai,Veloster Veloster (Standard),"2,013",Red,3.95,Nigerian Used,"60,000"
VHL12386,Lagos,Lexus,GX 460 Base,"2,016",White,26.50,Foreign Used,
VHL10277,Lagos,Lexus,ES 350,"2,011",Pearl,5.30,Foreign Used,
VHL18265,Abuja,Mercedes-Benz,GLC-Class,"2,016",Black,14.35,Foreign Used,"62,800"
VHL18146,Lagos,Lexus,RX 350 AWD,"2,015",White,14.00,Foreign Used,
VHL16125,Lagos,Mercedes-Benz,M Class,"2,006",Gold,5.00,Foreign Used,
VHL18677,Lagos,Lexus,RX,"2,002",Gold,3.30,Foreign Used,"55,000"
VHL18053,Abuja,Honda,Accord,"2,016",Blue,8.05,Foreign Used,"36,871"
VHL14984,Lagos,Toyota,4-Runner,"2,011",Gray,13.50,Foreign Used,"45,960"
VHL12676,Ibadan,Toyota,Highlander 4x4,"2,008",Red,5.45,Foreign Used,"143,252"
VHL15649,Abuja,Mercedes-Benz,C-Class,"2,011",Black,4.10,Nigerian Used,
VHL16582,Ibadan,Toyota,Highlander XLE V6 4x2 (3.5L 6cyl 6A),"2,016",Green,13.50,Foreign Used,"36,000"
VHL18829,Ibadan,Toyota,Sienna,"2,014",Gray,8.00,Foreign Used,"61,092"
VHL12423,Abuja,Toyota,Matrix,"2,007",Blue,2.00,Nigerian Used,"69,998"
VHL18453,Lagos,Toyota,Camry 2.4 GLi Automatic,"2,006",Silver,2.81,Foreign Used,"245,868"
VHL10713,Abuja,Pontiac,Vibe,"2,009",Red,3.30,Foreign Used,"38,000"
VHL17786,Ibadan,Toyota,Sienna CE,"2,005",Gold,3.00,Foreign Used,
VHL15553,Abuja,Honda,Accord 2.4 EX-L,"2,008",Silver,1.60,Nigerian Used,
VHL10711,Abuja,Honda,CR-V,"2,004",Gold,1.05,Nigerian Used,
VHL19871,Abuja,Toyota,Corolla,"2,013",Gray,4.65,Foreign Used,
VHL18934,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,11.30,Foreign Used,"807,523"
VHL15787,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,17.50,Foreign Used,
VHL17043,Abuja,Toyota,Sienna LE AWD (3.3L V6 5A),"2,004",White,1.90,Nigerian Used,"150,000"
VHL13511,Abuja,Toyota,Camry 2.4 LE,"2,008",Silver,3.00,Nigerian Used,
VHL11356,Abuja,Toyota,Camry,"2,012",Gray,5.00,Foreign Used,"70,000"
VHL19709,Abuja,Toyota,Camry,"2,015",Red,7.60,Foreign Used,"140,000"
VHL17050,Abuja,Mercedes-Benz,C300,"2,012",Silver,5.50,Nigerian Used,"75,000"
VHL12495,Lagos,Lexus,ES 350,"2,009",Black,4.60,Foreign Used,
VHL16027,Abuja,Mercedes-Benz,M Class ML350 4x2,"2,009",Black,3.30,Nigerian Used,
VHL13849,Lagos,Toyota,Tacoma TRD Sport,"2,019",Gray,29.00,Foreign Used,
VHL18167,Abuja,Toyota,Highlander,"2,006",Black,3.35,Nigerian Used,
VHL19260,Lagos,Infiniti,Fx,"2,005",Black,1.91,,"158,943"
VHL13286,Lagos,Mercedes-Benz,E500,"2,006",Gold,3.94,Nigerian Used,"231,361"
VHL18686,Abuja,Mercedes-Benz,E350,"2,016",White,13.00,Foreign Used,
VHL14576,Abuja,Toyota,Camry,"2,004",Silver,2.75,Foreign Used,"902,471"
VHL12627,Abuja,Lexus,RX,"2,019",Black,28.60,Foreign Used,
VHL10914,Lagos,Toyota,Camry,"2,013",Red,4.80,Foreign Used,"45,200"
VHL12728,Lagos,Nissan,Quest 3.5 S,"2,004",Gold,0.90,Nigerian Used,"167,894"
VHL13102,Ibadan,Toyota,Camry,"2,003",Blue,1.40,Nigerian Used,"99,000"
VHL12804,Abuja,Lexus,ES 350,"2,008",Black,3.00,Nigerian Used,"125,511"
VHL19548,Abuja,Land Rover,Range Rover Velar,"2,019",Gray,40.00,Foreign Used,
VHL19886,Lagos,Volvo,V60,"2,015",White,7.85,,"56,968"
VHL16997,Abuja,Toyota,Camry,"2,018",Blue,13.00,Foreign Used,"33,552"
VHL19850,Lagos,Toyota,Tacoma,"2,015",Blue,14.75,Foreign Used,"51,000"
VHL18055,Lagos,Lexus,SC 430 Convertible,"2,006",Silver,5.80,Foreign Used,"94,000"
VHL10463,Abuja,Toyota,Sienna CE 7 Passenger,"2,010",Gray,4.60,Foreign Used,"148,000"
VHL16190,Abuja,Toyota,Camry,"2,007",Gray,3.80,Foreign Used,"102,000"
VHL10752,Abuja,Lexus,ES,"2,010",Black,6.50,Foreign Used,"38,068"
VHL13340,Abuja,Mercedes-Benz,G-Class G 63 AMG 4MATIC,"2,020",Black,290.00,Brand New,101
VHL11685,Lagos,Lexus,RX,"2,015",Black,13.00,Foreign Used,
VHL19301,Lagos,Peugeot,807,"2,001",Blue,1.01,Nigerian Used,"155,300"
VHL11991,Lagos,Toyota,Highlander Limited,"2,010",Black,7.00,Foreign Used,"75,023"
VHL17469,Lagos,Toyota,Avalon XLS,"2,007",Gray,3.10,Foreign Used,"75,000"
VHL15958,Lagos,Mercedes-Benz,M Class ML 320,"2,002",Silver,1.50,Nigerian Used,
VHL10921,Ibadan,Lexus,IS,"2,005",Black,2.98,Nigerian Used,"152,784"
VHL15142,Abuja,Mercedes-Benz,E320,"2,004",Silver,1.20,Nigerian Used,"154,558"
VHL16063,Lagos,Mercedes-Benz,E430,"2,017",Black,34.00,Foreign Used,"39,000"
VHL11762,Abuja,Toyota,Corolla,"2,010",Silver,2.95,Nigerian Used,"85,000"
VHL11860,Lagos,Lexus,ES 350,"2,009",Gold,4.95,Foreign Used,"126,000"
VHL18030,Abuja,Lexus,ES 350 FWD,"2,018",Gold,23.00,Foreign Used,"16,000"
VHL18894,Abuja,Toyota,Camry,"2,011",Silver,3.50,Foreign Used,
VHL19423,Lagos,Honda,Pilot LX 4x4 (3.5L 6cyl 5A),"2,004",Silver,1.35,Nigerian Used,"352,616"
VHL15574,Abuja,Mercedes-Benz,E320,"2,005",Silver,1.13,Nigerian Used,"155,231"
VHL11935,Abuja,Mercedes-Benz,E350,"2,012",Black,7.50,Foreign Used,"85,029"
VHL12835,Abuja,Mercedes-Benz,GLE-Class,"2,016",Gray,19.69,Foreign Used,"54,116"
VHL11593,Abuja,Honda,Civic,"2,008",Black,2.80,Foreign Used,"124,556"
VHL18270,Abuja,Toyota,Corolla,"2,003",Burgandy,2.80,Foreign Used,
VHL15906,Lagos,Toyota,4-Runner,"2,010",Blue,11.50,Foreign Used,"83,000"
VHL12032,Abuja,Toyota,Land Cruiser Prado,"2,020",Black,43.00,Nigerian Used,
VHL12089,Abuja,Lexus,IS 250,"2,008",Gray,5.00,Foreign Used,"165,656"
VHL16236,Abuja,Lexus,RX 330,"2,004",Black,3.60,Nigerian Used,"98,521"
VHL19925,Lagos,Acura,MDX,"2,011",Blue,6.50,Foreign Used,
VHL14280,Lagos,Toyota,4-Runner,"2,014",Silver,13.60,Foreign Used,"113,858"
VHL16495,Abuja,Toyota,RAV4,"2,015",White,9.30,Foreign Used,"40,893"
VHL10999,Lagos,Toyota,Camry,"2,008",Black,3.90,Foreign Used,"75,000"
VHL11405,Lagos,Toyota,Highlander Platinum AWD,"2,020",Silver,46.00,Foreign Used,"2,000"
VHL16046,Lagos,Infiniti,I Automatic,"2,001",Gray,0.79,Nigerian Used,
VHL13112,Abuja,Hyundai,Sonata,"2,015",Silver,7.20,Foreign Used,"50,000"
VHL13140,Abuja,Honda,Accord Crosstour,"2,012",Black,3.50,Nigerian Used,
VHL15101,Lagos,Lexus,IS 250 4WD,"2,009",Silver,3.75,Foreign Used,
VHL19825,Abuja,Toyota,Corolla,"2,006",Blue,2.10,Nigerian Used,"153,420"
VHL13917,Abuja,Peugeot,508,"2,017",Black,10.00,Nigerian Used,
VHL10546,Lagos,Lexus,RX 330,"2,005",Silver,4.90,Foreign Used,"68,050"
VHL19477,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Gray,13.50,Foreign Used,
VHL18167,Lagos,Lexus,RX 350 FWD,"2,015",Red,13.00,Foreign Used,"55,436"
VHL13315,Abuja,Mercedes-Benz,GLK-Class 350,"2,011",White,5.70,Nigerian Used,
VHL14765,Lagos,Lexus,ES 350,"2,008",Black,4.55,Foreign Used,"73,000"
VHL12583,Abuja,Toyota,RAV4,"2,008",White,2.60,Nigerian Used,
VHL10874,Abuja,Buick,Enclave,"2,009",Red,3.80,Foreign Used,"79,652"
VHL12599,Lagos,Lexus,ES 350,"2,007",Black,4.00,Foreign Used,"65,000"
VHL15658,Lagos,Toyota,Venza LE AWD,"2,013",Silver,11.25,Foreign Used,"98,524"
VHL18665,Abuja,Toyota,Highlander,"2,017",Black,15.00,Foreign Used,
VHL15898,Abuja,Honda,Accord,"2,004",Blue,1.50,Nigerian Used,"123,541"
VHL16096,Abuja,Toyota,FJ Cruiser,"2,013",Silver,8.60,Foreign Used,
VHL10771,Abuja,Lexus,IS 300 AWD,"2,019",Black,18.80,Foreign Used,"12,000"
VHL12139,Abuja,Lexus,GX 470 Sport Utility,"2,006",White,7.00,Foreign Used,
VHL12773,Ibadan,Toyota,RAV4 LE AWD (2.5L 4cyl 6A),"2,017",Blue,11.50,Foreign Used,
VHL11589,Lagos,Lexus,RX,"2,013",Gray,12.30,Foreign Used,"65,214"
VHL14128,Abuja,Mercedes-Benz,C-Class,"2,017",White,20.00,Nigerian Used,"33,000"
VHL15092,Abuja,Toyota,Corolla,"2,004",Silver,1.90,Nigerian Used,
VHL14806,Lagos,Lexus,RX 350 AWD,"2,009",Red,5.45,Foreign Used,
VHL16663,Lagos,Toyota,Corolla LE (1.8L 4cyl 2A),"2,018",Red,9.25,Foreign Used,
VHL18344,Abuja,Toyota,Highlander Limited 4x4,"2,009",Gray,4.50,Nigerian Used,
VHL15640,Abuja,Toyota,Camry,"2,018",White,19.00,Foreign Used,
VHL16789,Abuja,Mercedes-Benz,S-Class,"2,022",Blue,270.00,Brand New,
VHL10502,Lagos,Lexus,RX,"2,010",Black,8.80,Foreign Used,"62,847"
VHL16838,Lagos,Lexus,ES 350 FWD,"2,014",Red,15.00,Foreign Used,
VHL15435,Abuja,Lexus,GX 460 Base,"2,018",White,32.00,Foreign Used,
VHL13679,Lagos,Toyota,RAV4 4x4,"2,009",Gray,4.50,Nigerian Used,"62,532"
VHL11756,Abuja,Dodge,Challenger,"2,016",Blue,13.30,Foreign Used,"42,513"
VHL13809,Lagos,Lexus,GX,"2,018",White,28.00,Foreign Used,
VHL16570,Lagos,Volkswagen,Jetta,"2,010",Green,1.13,Nigerian Used,"184,724"
VHL12183,Lagos,Lexus,GX 460 Base,"2,017",Gray,29.85,Foreign Used,"72,000"
VHL13295,Lagos,Rover,220,"2,018",Black,43.80,Foreign Used,"75,000"
VHL14541,Ibadan,Toyota,Camry,"2,004",Green,1.65,Nigerian Used,"142,542"
VHL13927,Ibadan,Mitsubishi,L200,"2,005",White,2.65,Nigerian Used,"109,000"
VHL11738,Ibadan,Toyota,Avalon,"2,018",Silver,14.57,,"56,335"
VHL11499,Abuja,Mercedes-Benz,C180,"2,005",Silver,2.55,Foreign Used,"98,254"
VHL19897,Abuja,Mercedes-Benz,GLK-Class 350,"2,011",Gold,7.20,Foreign Used,"48,000"
VHL12519,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,011",Black,8.50,Foreign Used,"77,413"
VHL15223,Ibadan,Toyota,Venza AWD,"2,011",Gray,5.85,Nigerian Used,"66,525"
VHL12693,Lagos,Toyota,Sienna,"2,002",Gray,1.24,Nigerian Used,"256,771"
VHL14426,Abuja,Mercedes-Benz,G-Class,"2,008",White,16.50,Nigerian Used,"96,999"
VHL19140,Abuja,Toyota,Highlander,"2,015",Gray,14.50,Foreign Used,
VHL18629,Lagos,Lexus,ES 350,"2,008",White,4.30,Foreign Used,"92,000"
VHL17130,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,39.00,Foreign Used,"23,000"
VHL15889,Lagos,Mercedes-Benz,M Class,"2,012",Blue,12.30,Foreign Used,
VHL17784,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,010",White,6.95,Foreign Used,"72,345"
VHL16069,Abuja,Mercedes-Benz,C300,"2,015",White,13.50,Foreign Used,"72,231"
VHL18037,Abuja,Toyota,Camry,"2,014",Green,6.20,Foreign Used,"65,428"
VHL13872,Abuja,Dodge,Journey,"2,010",Gray,4.50,Foreign Used,"45,000"
VHL11995,Abuja,Toyota,Highlander,"2,006",Red,2.75,Nigerian Used,"102,351"
VHL17482,Abuja,Mercedes-Benz,C350,"2,008",Black,4.70,Foreign Used,
VHL19593,Abuja,Mercedes-Benz,E350,"2,015",Black,13.50,Foreign Used,
VHL17377,Lagos,Toyota,Land Cruiser 5.7 V8 GXR,"2,020",Black,64.50,Brand New,100
VHL16399,Lagos,Lexus,RX 350,"2,010",Blue,8.80,Foreign Used,"56,000"
VHL19055,Abuja,Honda,Pilot,"2,005",Gray,1.80,,"186,729"
VHL16878,Lagos,Toyota,Corolla,"2,018",Black,7.30,Foreign Used,
VHL13709,Abuja,Lexus,GX 460 Matt,"2,021",Black,60.00,Brand New,3
VHL11274,Abuja,Mercedes-Benz,E400,"2,015",Blue,12.90,Foreign Used,"41,275"
VHL14599,Lagos,Acura,MDX,"2,008",Red,3.90,Foreign Used,"985,123"
VHL12730,Abuja,Mercedes-Benz,GLE-Class,"2,021",Gray,85.00,Brand New,
VHL18783,Lagos,Lexus,RX 350,"2,011",Gray,8.80,Foreign Used,"123,455"
VHL12484,Ibadan,Toyota,Highlander,"2,011",Black,7.60,Foreign Used,"89,000"
VHL12727,Abuja,Toyota,Land Cruiser 5.7 V8 VXR,"2,020",Black,132.00,Foreign Used,"25,000"
VHL12372,Abuja,Toyota,Corolla,"2,006",Black,2.10,Nigerian Used,
VHL12648,Abuja,Toyota,Hilux 2.7 VVT-i 4X4 SRX,"2,012",White,6.00,Nigerian Used,"78,000"
VHL14809,Lagos,Toyota,RAV4,,White,5.62,Foreign Used,
VHL13039,Abuja,Honda,Pilot EX-L 4x4 (3.5L 6cyl 5A),"2,007",Black,3.70,Foreign Used,"85,000"
VHL13692,Lagos,Lexus,LX,"2,016",White,49.40,Foreign Used,
VHL19135,Abuja,Toyota,Corolla,"2,016",Red,6.70,Foreign Used,"40,000"
VHL17630,Lagos,Toyota,Camry,"2,009",Silver,4.20,Foreign Used,"69,874"
VHL10280,Abuja,Mercedes-Benz,M Class,"2,012",Black,8.30,Nigerian Used,
VHL11956,Lagos,BMW,X5,"2,010",Silver,9.50,Foreign Used,"180,000"
VHL18597,Abuja,Lexus,GX,"2,015",Gray,18.50,Foreign Used,
VHL16660,Lagos,Lexus,NX 300 FWD,"2,018",Red,16.88,Nigerian Used,"8,888"
VHL18425,Lagos,Lexus,ES 350,"2,010",Red,5.30,Foreign Used,"23,199"
VHL16311,Abuja,Toyota,Land Cruiser Prado,"2,015",Black,15.50,Nigerian Used,
VHL14759,Lagos,Lexus,GX 460 Premium,"2,013",Pink,16.50,Foreign Used,
VHL18976,Lagos,Lexus,ES 350,"2,008",Blue,4.68,Foreign Used,"50,000"
VHL13886,Lagos,Lexus,GX 460 Luxury,"2,018",Black,31.50,Foreign Used,"17,012"
VHL10717,Lagos,Toyota,Venza LE FWD,"2,013",Gold,8.00,Foreign Used,"125,800"
VHL16261,Lagos,Lexus,RX,"2,020",White,33.50,Foreign Used,
VHL17303,Abuja,Lexus,ES 350 FWD,"2,013",Red,10.50,Foreign Used,
VHL13554,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Silver,12.50,Foreign Used,"52,000"
VHL18915,Abuja,Lexus,GX 470,"2,004",Gold,4.40,Nigerian Used,
VHL11834,Lagos,Lexus,RX,"2,000",Black,1.65,Nigerian Used,"99,803"
VHL10229,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Gray,13.80,Foreign Used,"83,650"
VHL11828,Lagos,Nissan,Patrol,"2,019",Black,50.97,,
VHL14909,Abuja,Kia,Sportage,"2,011",Black,4.40,Nigerian Used,"68,523"
VHL15775,Ibadan,Lexus,IS 250,"2,008",Red,3.90,Foreign Used,
VHL14174,Ibadan,Lexus,RX 350,"2,011",Black,10.00,Foreign Used,
VHL12087,Lagos,Lexus,ES 350,"2,008",Gray,4.60,Foreign Used,
VHL10537,Lagos,Toyota,Camry,"2,009",Silver,3.90,Foreign Used,
VHL10747,Lagos,Lexus,IS,"2,011",Silver,6.80,Foreign Used,
VHL10807,Abuja,Toyota,Corolla,"2,013",White,5.85,Foreign Used,"97,000"
VHL14933,Lagos,Lexus,ES 350,"2,010",Red,5.50,Foreign Used,"109,164"
VHL10534,Abuja,Mercedes-Benz,CLA-Class,"2,014",Gray,10.50,Foreign Used,
VHL19802,Abuja,Lexus,LX 570 (5 Seats) AWD,"2,021",Black,195.00,Brand New,337
VHL13658,Abuja,Toyota,Camry,"2,005",Gray,1.65,Nigerian Used,
VHL13503,Abuja,Toyota,Hilux,"2,021",White,26.00,Brand New,774
VHL14532,Lagos,Toyota,Sequoia,"2,006",Gray,3.90,Foreign Used,"49,739"
VHL16849,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,012",White,12.00,Foreign Used,"58,355"
VHL11689,Lagos,Lexus,RX,"2,003",Green,3.20,Foreign Used,"100,808"
VHL17784,Abuja,Toyota,Sienna,"2,016",Blue,14.00,Foreign Used,"75,589"
VHL13683,Lagos,Toyota,Highlander Limited,"2,010",Blue,7.80,Foreign Used,
VHL11213,Abuja,Toyota,Hilux,"2,013",White,11.00,Foreign Used,"130,222"
VHL18322,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Gray,11.00,Foreign Used,"78,354"
VHL14673,Abuja,Toyota,Corolla,"2,004",Gray,2.55,Foreign Used,"147,000"
VHL11564,Lagos,Mercedes-Benz,C300,"2,010",Black,5.30,Foreign Used,
VHL12877,Abuja,Toyota,Venza,"2,014",Black,9.50,Foreign Used,"45,000"
VHL16347,Lagos,Scion,iM Base,"2,016",Red,5.00,Nigerian Used,"112,000"
VHL13993,Abuja,BMW,X1 xDrive28i AWD,"2,016",White,17.50,Foreign Used,"35,984"
VHL14090,Abuja,Honda,Civic,"2,013",White,4.25,Foreign Used,
VHL17984,Lagos,Toyota,RAV4 LE AWD,"2,019",Gray,19.50,Foreign Used,"18,000"
VHL11739,Abuja,Mercedes-Benz,C300,"2,013",Silver,5.70,Nigerian Used,
VHL10963,Abuja,Toyota,Corolla,"2,014",Brown,4.73,Nigerian Used,"125,587"
VHL13087,Lagos,Lexus,RX 350 AWD,"2,015",Gray,12.50,Foreign Used,
VHL19906,Lagos,Toyota,Camry,"2,014",Gray,7.60,Foreign Used,"38,652"
VHL19076,Abuja,Toyota,RAV4 2.5 4x4,"2,010",Silver,5.20,Foreign Used,"67,213"
VHL11207,Abuja,Land Rover,Range Rover Evoque,"2,014",White,8.90,Nigerian Used,"88,000"
VHL17267,Lagos,Lexus,RX,"2,017",White,18.88,Foreign Used,"65,000"
VHL18225,Lagos,Lexus,GX 460 Luxury,"2,015",White,19.50,Foreign Used,"32,100"
VHL17024,Abuja,Mercedes-Benz,CLA-Class,"2,015",Gray,11.00,Foreign Used,
VHL11960,Lagos,Lexus,RX 350 F Sport AWD,"2,019",White,32.50,Foreign Used,
VHL14955,Lagos,Lexus,ES 350,"2,008",White,4.50,Foreign Used,"75,000"
VHL14047,Lagos,Lexus,GX 460 Base,"2,017",Blue,27.00,Foreign Used,
VHL16562,Lagos,Lexus,ES 350,"2,007",Black,4.50,Foreign Used,
